H. sapiens,C. elegans,D. melanogaster,C. elegans racon
86.22,,,94.43
86.23,,,94.44
86.23,,,94.44
86.23,,,94.44
86.23,,,94.44
86.23,,,94.44
86.23,,,94.44
86.23,,,94.44
86.23,,,94.44
86.23,,,94.44
86.23,,,94.44
86.24,,,94.44
86.24,,,94.44
86.24,,,94.44
86.24,,,94.44
86.24,,,94.44
86.24,,,94.44
86.24,,,94.44
86.25,,,94.44
86.25,,,94.44
86.25,,,94.44
86.25,,,94.44
86.25,,,94.44
86.25,,,94.44
86.25,,,94.44
86.25,,,94.44
86.25,,,94.44
86.26,,,94.44
86.26,,,94.44
86.26,,,94.44
86.26,,,94.44
86.26,,,94.44
86.26,,,94.44
86.27,,,94.44
86.27,,,94.44
86.27,,,94.44
86.27,,,94.44
86.27,,,94.44
86.27,,,94.44
86.27,,,94.44
86.27,,,94.44
86.27,,,94.44
86.27,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.28,,,94.44
86.29,,,94.44
86.29,,,94.44
86.29,,,94.44
86.29,,,94.44
86.29,,,94.44
86.29,,,94.44
86.29,,,94.44
86.3,,,94.44
86.3,,,94.44
86.3,,,94.44
86.3,,,94.44
86.3,,,94.44
86.3,,,94.44
86.3,,,94.44
86.3,,,94.44
86.31,,,94.44
86.31,,,94.44
86.31,,,94.44
86.31,,,94.44
86.31,,,94.44
86.31,,,94.44
86.31,,,94.45
86.31,,,94.45
86.31,,,94.45
86.32,,,94.45
86.32,,,94.46
86.32,,,94.46
86.32,,,94.46
86.32,,,94.46
86.32,,,94.46
86.32,,,94.46
86.32,,,94.46
86.32,,,94.46
86.32,,,94.46
86.32,,,94.46
86.32,,,94.47
86.33,,,94.47
86.33,,,94.47
86.33,,,94.47
86.33,,,94.47
86.33,,,94.47
86.33,,,94.47
86.33,,,94.48
86.33,,,94.48
86.34,,,94.48
86.34,,,94.48
86.34,,,94.48
86.34,,,94.48
86.34,,,94.48
86.34,,,94.48
86.34,,,94.48
86.34,,,94.48
86.34,,,94.48
86.34,,,94.48
86.34,,,94.48
86.35,,,94.48
86.35,,,94.48
86.35,,,94.48
86.35,,,94.48
86.35,,,94.48
86.35,,,94.48
86.35,,,94.48
86.35,,,94.48
86.35,,,94.49
86.35,,,94.49
86.35,,,94.49
86.35,,,94.49
86.35,,,94.49
86.36,,,94.49
86.36,,,94.49
86.36,,,94.49
86.36,,,94.49
86.36,,,94.49
86.36,,,94.49
86.36,,,94.5
86.36,,,94.5
86.36,,,94.5
86.36,,,94.5
86.37,,,94.5
86.37,,,94.5
86.37,,,94.5
86.37,,,94.5
86.37,,,94.5
86.37,,,94.5
86.38,,,94.5
86.38,,,94.5
86.38,,,94.5
86.38,,,94.5
86.38,,,94.5
86.38,,,94.5
86.38,,,94.5
86.38,,,94.51
86.38,,,94.51
86.39,,,94.51
86.39,,,94.51
86.39,,,94.51
86.39,,,94.51
86.39,,,94.51
86.39,,,94.51
86.39,,,94.51
86.39,,,94.51
86.39,,,94.51
86.39,,,94.51
86.39,,,94.51
86.39,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.51
86.4,,,94.52
86.4,,,94.52
86.4,,,94.52
86.4,,,94.52
86.4,,,94.52
86.41,,,94.52
86.41,,,94.52
86.41,,,94.52
86.41,,,94.52
86.41,,,94.52
86.41,,,94.52
86.41,,,94.52
86.41,,,94.52
86.42,,,94.52
86.42,,,94.52
86.42,,,94.52
86.42,,,94.52
86.42,,,94.52
86.42,,,94.52
86.42,,,94.52
86.42,,,94.52
86.42,,,94.52
86.42,,,94.52
86.42,,,94.52
86.43,,,94.52
86.43,,,94.52
86.43,,,94.52
86.43,,,94.52
86.43,,,94.52
86.43,,,94.52
86.44,,,94.52
86.44,,,94.52
86.44,,,94.52
86.44,,,94.52
86.44,,,94.52
86.44,,,94.52
86.44,,,94.52
86.44,,,94.52
86.44,,,94.52
86.45,,,94.52
86.45,,,94.52
86.45,,,94.52
86.45,,,94.52
86.45,,,94.53
86.45,,,94.53
86.45,,,94.53
86.45,,,94.53
86.45,,,94.53
86.45,,,94.53
86.46,,,94.53
86.46,,,94.53
86.46,,,94.53
86.46,,,94.53
86.46,,,94.53
86.46,,,94.53
86.46,,,94.53
86.46,,,94.53
86.46,,,94.53
86.46,,,94.53
86.47,,,94.53
86.47,,,94.53
86.47,,,94.53
86.47,,,94.54
86.47,,,94.54
86.47,,,94.54
86.47,,,94.54
86.48,,,94.54
86.48,,,94.54
86.48,,,94.54
86.48,,,94.55
86.48,,,94.55
86.48,,,94.55
86.48,,,94.55
86.48,,,94.55
86.48,,,94.55
86.48,,,94.55
86.48,,,94.55
86.49,,,94.55
86.49,,,94.55
86.49,,,94.55
86.49,,,94.55
86.49,,,94.55
86.5,,,94.55
86.5,,,94.55
86.5,,,94.55
86.5,,,94.55
86.5,,,94.55
86.5,,,94.55
86.5,,,94.55
86.5,,,94.56
86.5,,,94.56
86.5,,,94.56
86.5,,,94.56
86.5,,,94.56
86.5,,,94.56
86.51,,,94.56
86.51,,,94.56
86.51,,,94.56
86.51,,,94.56
86.51,,,94.56
86.51,,,94.57
86.51,,,94.57
86.51,,,94.57
86.51,,,94.57
86.52,,,94.57
86.52,,,94.57
86.52,,,94.57
86.52,,,94.57
86.52,,,94.57
86.52,,,94.57
86.52,,,94.57
86.53,,,94.57
86.53,,,94.57
86.53,,,94.57
86.53,,,94.57
86.53,,,94.57
86.53,,,94.57
86.53,,,94.57
86.54,,,94.57
86.54,,,94.57
86.54,,,94.57
86.54,,,94.57
86.54,,,94.57
86.54,,,94.57
86.55,,,94.57
86.55,,,94.57
86.55,,,94.57
86.55,,,94.57
86.55,,,94.57
86.55,,,94.57
86.55,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.56,,,94.57
86.57,,,94.57
86.57,,,94.57
86.57,,,94.57
86.57,,,94.57
86.57,,,94.57
86.57,,,94.57
86.57,,,94.57
86.57,,,94.57
86.57,,,94.57
86.57,,,94.57
86.58,,,94.57
86.58,,,94.57
86.58,,,94.58
86.58,,,94.58
86.58,,,94.58
86.58,,,94.58
86.58,,,94.58
86.59,,,94.58
86.59,,,94.58
86.59,,,94.58
86.59,,,94.58
86.59,,,94.58
86.59,,,94.58
86.59,,,94.59
86.59,,,94.59
86.59,,,94.59
86.59,,,94.59
86.59,,,94.59
86.59,,,94.59
86.59,,,94.59
86.6,,,94.59
86.6,,,94.59
86.6,,,94.59
86.6,,,94.59
86.61,,,94.59
86.61,,,94.59
86.61,,,94.59
86.61,,,94.59
86.61,,,94.59
86.61,,,94.59
86.61,,,94.59
86.62,,,94.59
86.62,,,94.59
86.62,,,94.59
86.62,,,94.59
86.62,,,94.59
86.62,,,94.59
86.63,,,94.59
86.63,,,94.59
86.63,,,94.59
86.63,,,94.59
86.63,,,94.59
86.63,,,94.59
86.63,,,94.59
86.63,,,94.59
86.63,,,94.59
86.63,,,94.59
86.64,,,94.59
86.64,,,94.59
86.64,,,94.59
86.64,,,94.59
86.64,,,94.59
86.64,,,94.59
86.64,,,94.59
86.64,,,94.59
86.64,,,94.6
86.65,,,94.6
86.65,,,94.6
86.65,,,94.6
86.65,,,94.6
86.65,,,94.6
86.65,,,94.6
86.65,,,94.6
86.65,,,94.6
86.65,,,94.61
86.66,,,94.61
86.66,,,94.61
86.66,,,94.61
86.66,,,94.61
86.66,,,94.61
86.66,,,94.61
86.66,,,94.61
86.67,,,94.61
86.67,,,94.61
86.67,,,94.61
86.67,,,94.61
86.67,,,94.62
86.67,,,94.62
86.67,,,94.62
86.67,,,94.62
86.68,,,94.62
86.68,,,94.62
86.68,,,94.62
86.68,,,94.62
86.68,,,94.62
86.68,,,94.62
86.68,,,94.62
86.68,,,94.62
86.68,,,94.62
86.69,,,94.62
86.69,,,94.62
86.69,,,94.62
86.69,,,94.62
86.69,,,94.62
86.69,,,94.62
86.69,,,94.62
86.69,,,94.62
86.69,,,94.62
86.7,,,94.62
86.7,,,94.62
86.7,,,94.62
86.71,,,94.62
86.71,,,94.62
86.71,,,94.62
86.71,,,94.62
86.71,,,94.62
86.71,,,94.62
86.71,,,94.62
86.71,,,94.62
86.71,,,94.62
86.71,,,94.62
86.71,,,94.62
86.71,,,94.62
86.72,,,94.62
86.72,,,94.62
86.72,,,94.62
86.72,,,94.62
86.72,,,94.62
86.72,,,94.62
86.72,,,94.63
86.72,,,94.63
86.72,,,94.63
86.72,,,94.63
86.72,,,94.63
86.72,,,94.63
86.73,,,94.63
86.73,,,94.63
86.73,,,94.63
86.73,,,94.63
86.73,,,94.63
86.73,,,94.64
86.74,,,94.64
86.74,,,94.64
86.74,,,94.64
86.74,,,94.64
86.74,,,94.64
86.74,,,94.64
86.74,,,94.64
86.74,,,94.64
86.75,,,94.64
86.75,,,94.64
86.75,,,94.64
86.75,,,94.64
86.75,,,94.64
86.75,,,94.64
86.75,,,94.64
86.75,,,94.64
86.75,,,94.64
86.75,,,94.64
86.75,,,94.64
86.76,,,94.64
86.76,,,94.64
86.76,,,94.64
86.76,,,94.64
86.76,,,94.64
86.76,,,94.64
86.76,,,94.64
86.77,,,94.65
86.77,,,94.65
86.77,,,94.65
86.77,,,94.65
86.77,,,94.65
86.78,,,94.65
86.78,,,94.66
86.78,,,94.66
86.78,,,94.66
86.79,,,94.66
86.79,,,94.66
86.79,,,94.66
86.79,,,94.66
86.79,,,94.66
86.79,,,94.66
86.79,,,94.66
86.79,,,94.66
86.79,,,94.66
86.8,,,94.66
86.8,,,94.66
86.8,,,94.67
86.8,,,94.67
86.8,,,94.67
86.8,,,94.67
86.8,,,94.67
86.8,,,94.67
86.81,,,94.67
86.81,,,94.67
86.81,,,94.67
86.81,,,94.67
86.81,,,94.67
86.82,,,94.67
86.82,,,94.67
86.82,,,94.67
86.82,,,94.67
86.82,,,94.67
86.82,,,94.67
86.82,,,94.67
86.82,,,94.67
86.82,,,94.67
86.82,,,94.67
86.82,,,94.67
86.82,,,94.67
86.83,,,94.67
86.83,,,94.67
86.83,,,94.67
86.83,,,94.67
86.83,,,94.67
86.83,,,94.67
86.83,,,94.67
86.83,,,94.67
86.83,,,94.67
86.83,,,94.67
86.83,,,94.67
86.83,,,94.67
86.84,,,94.67
86.84,,,94.67
86.84,,,94.67
86.84,,,94.67
86.84,,,94.67
86.84,,,94.67
86.85,,,94.67
86.85,,,94.67
86.85,,,94.67
86.85,,,94.67
86.85,,,94.67
86.85,,,94.67
86.85,,,94.67
86.85,,,94.67
86.85,,,94.67
86.85,,,94.67
86.86,,,94.67
86.86,,,94.67
86.86,,,94.67
86.87,,,94.67
86.87,,,94.67
86.87,,,94.67
86.87,,,94.67
86.87,,,94.67
86.88,,,94.67
86.88,,,94.67
86.89,,,94.67
86.89,,,94.67
86.89,,,94.67
86.89,,,94.67
86.89,,,94.67
86.9,,,94.67
86.9,,,94.67
86.9,,,94.67
86.9,,,94.67
86.9,,,94.67
86.9,,,94.68
86.91,,,94.68
86.91,,,94.68
86.91,,,94.68
86.91,,,94.68
86.91,,,94.68
86.91,,,94.68
86.91,,,94.68
86.91,,,94.68
86.92,,,94.68
86.92,,,94.68
86.92,,,94.68
86.92,,,94.68
86.92,,,94.68
86.92,,,94.68
86.92,,,94.68
86.93,,,94.68
86.93,,,94.68
86.93,,,94.68
86.93,,,94.68
86.93,,,94.68
86.93,,,94.68
86.93,,,94.68
86.94,,,94.68
86.94,,,94.68
86.94,,,94.69
86.94,,,94.69
86.94,,,94.69
86.95,,,94.69
86.95,,,94.69
86.95,,,94.69
86.95,,,94.69
86.95,,,94.69
86.95,,,94.69
86.95,,,94.69
86.95,,,94.69
86.96,,,94.69
86.96,,,94.69
86.96,,,94.69
86.96,,,94.69
86.96,,,94.69
86.96,,,94.69
86.97,,,94.69
86.97,,,94.69
86.97,,,94.69
86.97,,,94.69
86.97,,,94.69
86.98,,,94.69
86.98,,,94.69
86.98,,,94.69
86.98,,,94.69
86.98,,,94.7
86.99,,,94.7
86.99,,,94.7
86.99,,,94.7
86.99,,,94.7
86.99,,,94.7
87,,,94.7
87,,,94.7
87,,,94.7
87,,,94.7
87,,,94.7
87,,,94.7
87.01,,,94.7
87.01,,,94.7
87.01,,,94.7
87.01,,,94.7
87.01,,,94.7
87.01,,,94.7
87.02,,,94.7
87.02,,,94.71
87.02,,,94.71
87.02,,,94.71
87.02,,,94.71
87.02,,,94.71
87.02,,,94.71
87.03,,,94.71
87.03,,,94.71
87.03,,,94.71
87.03,,,94.71
87.03,,,94.71
87.03,,,94.72
87.03,,,94.72
87.03,,,94.72
87.03,,,94.72
87.03,,,94.72
87.03,,,94.72
87.03,,,94.72
87.04,,,94.72
87.04,,,94.72
87.04,,,94.72
87.05,,,94.73
87.05,,,94.73
87.05,,,94.73
87.05,,,94.73
87.05,,,94.74
87.05,,,94.74
87.05,,,94.74
87.05,,,94.74
87.05,,,94.74
87.06,,,94.74
87.06,,,94.74
87.06,,,94.74
87.07,,,94.74
87.07,,,94.74
87.07,,,94.74
87.07,,,94.74
87.08,,,94.74
87.08,,,94.74
87.08,,,94.74
87.08,,,94.74
87.08,,,94.74
87.08,,,94.74
87.09,,,94.74
87.09,,,94.74
87.09,,,94.74
87.09,,,94.74
87.09,,,94.74
87.09,,,94.74
87.09,,,94.74
87.09,,,94.74
87.1,,,94.74
87.1,,,94.74
87.1,,,94.74
87.1,,,94.74
87.1,,,94.74
87.1,,,94.74
87.1,,,94.74
87.11,,,94.74
87.11,,,94.74
87.11,,,94.74
87.11,,,94.74
87.12,,,94.74
87.12,,,94.74
87.12,,,94.74
87.12,,,94.74
87.12,,,94.74
87.12,,,94.74
87.12,,,94.74
87.13,,,94.74
87.13,,,94.74
87.13,,,94.74
87.13,,,94.74
87.13,,,94.74
87.14,,,94.74
87.14,,,94.74
87.14,,,94.74
87.14,,,94.74
87.14,,,94.74
87.14,,,94.74
87.15,,,94.74
87.15,,,94.74
87.15,,,94.74
87.16,,,94.74
87.16,,,94.74
87.16,,,94.74
87.17,,,94.74
87.17,,,94.74
87.17,,,94.74
87.17,,,94.74
87.17,,,94.74
87.18,,,94.74
87.18,,,94.74
87.18,,,94.74
87.18,,,94.74
87.18,,,94.74
87.18,,,94.74
87.19,,,94.74
87.19,,,94.74
87.19,,,94.74
87.19,,,94.74
87.19,,,94.74
87.2,,,94.74
87.21,,,94.74
87.21,,,94.74
87.21,,,94.74
87.21,,,94.74
87.21,,,94.74
87.21,,,94.74
87.22,,,94.74
87.23,,,94.74
87.23,,,94.74
87.23,,,94.74
87.23,,,94.74
87.23,,,94.74
87.23,,,94.75
87.24,,,94.75
87.24,,,94.75
87.24,,,94.75
87.24,,,94.76
87.24,,,94.76
87.24,,,94.76
87.25,,,94.76
87.25,,,94.76
87.25,,,94.76
87.25,,,94.76
87.25,,,94.76
87.25,,,94.76
87.26,,,94.76
87.26,,,94.77
87.26,,,94.77
87.26,,,94.77
87.26,,,94.77
87.26,,,94.77
87.26,,,94.77
87.27,,,94.77
87.27,,,94.77
87.27,,,94.77
87.28,,,94.77
87.28,,,94.77
87.28,,,94.78
87.28,,,94.78
87.28,,,94.78
87.28,,,94.78
87.29,,,94.78
87.29,,,94.78
87.29,,,94.78
87.3,,,94.78
87.3,,,94.78
87.3,,,94.78
87.3,,,94.78
87.3,,,94.78
87.31,,,94.78
87.31,,,94.78
87.31,,,94.78
87.31,,,94.78
87.31,,,94.78
87.31,,,94.78
87.31,,,94.79
87.31,,,94.79
87.31,,,94.79
87.32,,,94.79
87.32,,,94.79
87.32,,,94.79
87.32,,,94.79
87.32,,,94.79
87.33,,,94.79
87.33,,,94.79
87.34,,,94.79
87.34,,,94.79
87.34,,,94.79
87.34,,,94.79
87.34,,,94.79
87.34,,,94.79
87.34,,,94.79
87.35,,,94.79
87.35,,,94.79
87.35,,,94.79
87.35,,,94.79
87.35,,,94.79
87.35,,,94.79
87.36,,,94.79
87.36,,,94.79
87.36,,,94.79
87.36,,,94.79
87.36,,,94.79
87.36,,,94.79
87.36,,,94.79
87.37,,,94.79
87.37,,,94.79
87.38,,,94.8
87.38,,,94.8
87.38,,,94.8
87.38,,,94.8
87.38,,,94.8
87.38,,,94.8
87.39,,,94.81
87.39,,,94.81
87.39,,,94.81
87.39,,,94.81
87.39,,,94.81
87.39,,,94.81
87.39,,,94.81
87.4,,,94.81
87.4,,,94.81
87.4,,,94.81
87.4,,,94.81
87.4,,,94.81
87.4,,,94.81
87.4,,,94.81
87.41,,,94.81
87.41,,,94.81
87.41,,,94.81
87.41,,,94.81
87.42,,,94.81
87.42,,,94.81
87.42,,,94.81
87.42,,,94.81
87.43,,,94.81
87.43,,,94.81
87.43,,,94.81
87.43,,,94.81
87.44,,,94.81
87.44,,,94.81
87.44,,,94.81
87.44,,,94.81
87.45,,,94.81
87.45,,,94.81
87.45,,,94.81
87.46,,,94.81
87.46,,,94.81
87.46,,,94.81
87.47,,,94.81
87.47,,,94.81
87.47,,,94.81
87.48,,,94.81
87.48,,,94.81
87.48,,,94.81
87.49,,,94.81
87.49,,,94.81
87.49,,,94.81
87.49,,,94.81
87.49,,,94.81
87.5,,,94.81
87.5,,,94.81
87.5,,,94.81
87.5,,,94.81
87.5,,,94.81
87.5,,,94.81
87.5,,,94.81
87.5,,,94.81
87.5,,,94.81
87.5,,,94.81
87.51,,,94.81
87.51,,,94.81
87.51,,,94.81
87.52,,,94.81
87.52,,,94.81
87.52,,,94.82
87.52,,,94.82
87.52,,,94.82
87.52,,,94.82
87.53,,,94.82
87.53,,,94.82
87.54,,,94.82
87.55,,,94.83
87.55,,,94.83
87.55,,,94.83
87.55,,,94.83
87.55,,,94.83
87.55,,,94.83
87.56,,,94.83
87.56,,,94.83
87.57,,,94.83
87.57,,,94.83
87.57,,,94.83
87.57,,,94.83
87.57,,,94.83
87.58,,,94.83
87.58,,,94.83
87.58,,,94.83
87.58,,,94.83
87.58,,,94.83
87.59,,,94.83
87.59,,,94.83
87.59,,,94.83
87.59,,,94.83
87.6,,,94.83
87.6,,,94.83
87.6,,,94.83
87.61,,,94.83
87.61,,,94.83
87.62,,,94.83
87.62,,,94.83
87.63,,,94.84
87.63,,,94.84
87.63,,,94.84
87.63,,,94.84
87.65,,,94.84
87.65,,,94.84
87.65,,,94.84
87.65,,,94.84
87.65,,,94.84
87.66,,,94.84
87.66,,,94.84
87.66,,,94.84
87.67,,,94.84
87.67,,,94.84
87.67,,,94.84
87.68,,,94.84
87.68,,,94.84
87.68,,,94.84
87.69,,,94.84
87.69,,,94.84
87.69,,,94.85
87.7,,,94.85
87.7,,,94.85
87.7,,,94.85
87.7,,,94.85
87.7,,,94.85
87.71,,,94.85
87.71,,,94.85
87.71,,,94.85
87.71,,,94.85
87.71,,,94.85
87.71,,,94.85
87.72,,,94.85
87.72,,,94.85
87.72,,,94.85
87.73,,,94.85
87.73,,,94.85
87.73,,,94.85
87.74,,,94.85
87.74,,,94.85
87.74,,,94.85
87.74,,,94.85
87.74,,,94.85
87.74,,,94.85
87.75,,,94.85
87.75,,,94.85
87.75,,,94.85
87.75,,,94.85
87.76,,,94.85
87.76,,,94.85
87.76,,,94.86
87.77,,,94.86
87.78,,,94.86
87.78,,,94.86
87.78,,,94.86
87.78,,,94.86
87.79,,,94.86
87.79,,,94.86
87.8,,,94.86
87.82,,,94.86
87.82,,,94.86
87.82,,,94.86
87.84,,,94.86
87.85,,,94.86
87.85,,,94.86
87.85,,,94.86
87.85,,,94.86
87.86,,,94.87
87.86,,,94.87
87.87,,,94.87
87.87,,,94.87
87.87,,,94.87
87.87,,,94.87
87.87,,,94.87
87.88,,,94.87
87.88,,,94.87
87.88,,,94.87
87.88,,,94.87
87.88,,,94.87
87.88,,,94.87
87.89,,,94.87
87.89,,,94.87
87.89,,,94.87
87.89,,,94.87
87.9,,,94.87
87.9,,,94.87
87.9,,,94.87
87.9,,,94.87
87.9,,,94.87
87.91,,,94.87
87.92,,,94.87
87.93,,,94.87
87.93,,,94.87
87.93,,,94.87
87.93,,,94.87
87.93,,,94.87
87.93,,,94.87
87.94,,,94.87
87.94,,,94.87
87.95,,,94.87
87.95,,,94.87
87.95,,,94.87
87.96,,,94.87
87.96,,,94.87
87.96,,,94.87
87.97,,,94.87
87.97,,,94.87
87.98,,,94.87
87.99,,,94.87
88,,,94.87
88,,,94.87
88,,,94.87
88,,,94.87
88.01,,,94.87
88.01,,,94.87
88.01,,,94.87
88.01,,,94.87
88.02,,,94.87
88.02,,,94.87
88.02,,,94.87
88.02,,,94.87
88.03,,,94.87
88.03,,,94.87
88.04,,,94.87
88.04,,,94.87
88.04,,,94.87
88.04,,,94.87
88.05,,,94.87
88.05,,,94.87
88.06,,,94.87
88.06,,,94.87
88.06,,,94.87
88.06,,,94.87
88.06,,,94.87
88.06,,,94.87
88.07,,,94.87
88.07,,,94.87
88.07,,,94.87
88.07,,,94.87
88.07,,,94.87
88.07,,,94.87
88.07,,,94.87
88.08,,,94.87
88.08,,,94.87
88.08,,,94.87
88.08,,,94.87
88.08,,,94.87
88.09,,,94.87
88.09,,,94.87
88.1,,,94.87
88.1,,,94.87
88.1,,,94.87
88.11,,,94.87
88.11,,,94.87
88.11,,,94.87
88.11,,,94.87
88.11,,,94.87
88.11,,,94.87
88.11,,,94.87
88.12,,,94.87
88.12,,,94.87
88.13,,,94.87
88.13,,,94.87
88.14,,,94.87
88.14,,,94.87
88.14,,,94.87
88.14,,,94.87
88.14,,,94.87
88.14,,,94.87
88.14,,,94.87
88.15,,,94.87
88.15,,,94.87
88.16,,,94.87
88.16,,,94.87
88.16,,,94.87
88.16,,,94.87
88.16,,,94.87
88.17,,,94.87
88.17,,,94.87
88.18,,,94.87
88.18,,,94.87
88.2,,,94.87
88.21,,,94.87
88.21,,,94.87
88.22,,,94.87
88.22,,,94.87
88.22,,,94.87
88.23,,,94.87
88.23,,,94.87
88.24,,,94.87
88.24,,,94.87
88.24,,,94.87
88.25,,,94.87
88.25,,,94.87
88.26,,,94.87
88.26,,,94.87
88.27,,,94.88
88.28,,,94.88
88.29,,,94.88
88.3,,,94.88
88.3,,,94.88
88.3,,,94.88
88.31,,,94.88
88.31,,,94.89
88.33,,,94.89
88.33,,,94.89
88.34,,,94.89
88.34,,,94.89
88.36,,,94.89
88.37,,,94.89
88.37,,,94.89
88.37,,,94.89
88.38,,,94.89
88.38,,,94.9
88.4,,,94.9
88.4,,,94.9
88.4,,,94.9
88.41,,,94.9
88.42,,,94.9
88.42,,,94.9
88.43,,,94.9
88.44,,,94.9
88.44,,,94.9
88.45,,,94.9
88.45,,,94.9
88.46,,,94.9
88.46,,,94.9
88.46,,,94.9
88.48,,,94.9
88.49,,,94.9
88.49,,,94.9
88.49,,,94.9
88.5,,,94.9
88.51,,,94.9
88.51,,,94.9
88.52,,,94.9
88.52,,,94.9
88.54,,,94.9
88.54,,,94.9
88.55,,,94.9
88.56,,,94.9
88.56,,,94.9
88.56,,,94.9
88.57,,,94.9
88.57,,,94.9
88.57,,,94.9
88.57,,,94.9
88.57,,,94.91
88.57,,,94.91
88.58,,,94.91
88.58,,,94.91
88.59,,,94.91
88.59,,,94.91
88.59,,,94.91
88.59,,,94.92
88.6,,,94.92
88.61,,,94.92
88.61,,,94.92
88.61,,,94.92
88.62,,,94.92
88.62,,,94.92
88.63,,,94.92
88.64,,,94.92
88.64,,,94.92
88.65,,,94.92
88.68,,,94.92
88.69,,,94.92
88.71,,,94.92
88.71,,,94.92
88.72,,,94.92
88.72,,,94.92
88.72,,,94.92
88.73,,,94.92
88.74,,,94.92
88.75,,,94.92
88.76,,,94.92
88.76,,,94.92
88.76,,,94.92
88.79,,,94.92
88.79,,,94.92
88.79,,,94.92
88.81,,,94.92
88.81,,,94.92
88.82,,,94.92
88.83,,,94.92
88.84,,,94.93
88.84,,,94.93
88.85,,,94.93
88.85,,,94.93
88.85,,,94.93
88.85,,,94.93
88.87,,,94.93
88.89,,,94.93
88.89,,,94.93
88.89,,,94.93
88.89,,,94.93
88.89,,,94.94
88.89,,,94.94
88.91,,,94.94
88.92,,,94.94
88.95,,,94.94
88.96,,,94.94
88.96,,,94.94
88.96,,,94.94
88.96,,,94.94
88.97,,,94.94
88.97,,,94.94
88.97,,,94.94
88.99,,,94.94
88.99,,,94.94
89,,,94.94
89.03,,,94.94
89.04,,,94.94
89.04,,,94.94
89.05,,,94.94
89.05,,,94.94
89.07,,,94.94
89.08,,,94.94
89.08,,,94.94
89.09,,,94.94
89.1,,,94.94
89.14,,,94.94
89.16,,,94.94
89.18,,,94.94
89.18,,,94.94
89.19,,,94.94
89.19,,,94.94
89.19,,,94.94
89.22,,,94.94
89.22,,,94.94
89.23,,,94.94
89.23,,,94.94
89.23,,,94.94
89.24,,,94.94
89.25,,,94.94
89.25,,,94.94
89.25,,,94.94
89.25,,,94.94
89.25,,,94.94
89.28,,,94.94
89.29,,,94.94
89.29,,,94.94
89.31,,,94.94
89.32,,,94.94
89.33,,,94.94
89.33,,,94.94
89.33,,,94.94
89.33,,,94.94
89.33,,,94.94
89.38,,,94.94
89.39,,,94.94
89.39,,,94.94
89.39,,,94.94
89.39,,,94.94
89.41,,,94.94
89.41,,,94.95
89.42,,,94.95
89.44,,,94.95
89.45,,,94.95
89.46,,,94.95
89.46,,,94.95
89.47,,,94.95
89.47,,,94.95
89.47,,,94.95
89.51,,,94.95
89.52,,,94.95
89.53,,,94.95
89.53,,,94.95
89.53,,,94.95
89.53,,,94.95
89.54,,,94.95
89.55,,,94.95
89.55,,,94.95
89.55,,,94.95
89.55,,,94.95
89.55,,,94.95
89.55,,,94.95
89.55,,,94.95
89.6,,,94.95
89.61,,,94.95
89.61,,,94.95
89.62,,,94.95
89.63,,,94.95
89.63,,,94.95
89.63,,,94.95
89.64,,,94.95
89.64,,,94.95
89.64,,,94.95
89.66,,,94.96
89.66,,,94.96
89.7,,,94.96
89.71,,,94.96
89.71,,,94.96
89.71,,,94.96
89.71,,,94.96
89.71,,,94.96
89.71,,,94.96
89.71,,,94.96
89.76,,,94.96
89.77,,,94.96
89.77,,,94.96
89.79,,,94.96
89.8,,,94.96
89.83,,,94.96
89.84,,,94.96
89.86,,,94.96
89.86,,,94.96
89.86,,,94.96
89.87,,,94.97
89.87,,,94.97
89.94,,,94.97
89.94,,,94.97
89.95,,,94.97
89.96,,,94.97
89.97,,,94.97
89.97,,,94.97
89.98,,,94.97
89.98,,,94.97
89.98,,,94.97
90,,,94.97
90,,,94.97
90,,,94.97
90,,,94.97
90,,,94.97
90,,,94.98
90.02,,,94.98
90.05,,,94.98
90.06,,,94.98
90.08,,,94.98
90.1,,,94.98
90.12,,,94.98
90.12,,,94.98
90.12,,,94.98
90.13,,,94.98
90.14,,,94.98
90.16,,,94.98
90.18,,,94.98
90.18,,,94.99
90.2,,,94.99
90.2,,,94.99
90.2,,,94.99
90.2,,,94.99
90.24,,,94.99
90.24,,,95
90.24,,,95
90.24,,,95
90.28,,,95
90.28,,,95
90.34,,,95
90.36,,,95
90.36,,,95
90.37,,,95
90.38,,,95
90.39,,,95
90.4,,,95
90.4,,,95
90.41,,,95
90.41,,,95
90.41,,,95
90.41,,,95
90.41,,,95
90.41,,,95
90.45,,,95
