H. sapiens,C. elegans,D. melanogaster
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.98,,87.65
87.99,,87.65
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
87.99,,87.66
88,,87.66
88,,87.66
88,,87.66
88,,87.66
88,,87.66
88,,87.66
88,,87.66
88,,87.66
88,,87.66
88,,87.66
88,,87.66
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88,,87.67
88.01,,87.67
88.01,,87.67
88.01,,87.67
88.01,,87.67
88.01,,87.67
88.01,,87.67
88.01,,87.67
88.01,,87.67
88.01,,87.67
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.01,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.02,,87.68
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.03,,87.69
88.04,,87.69
88.04,,87.69
88.04,,87.69
88.04,,87.69
88.04,,87.69
88.04,,87.69
88.04,,87.69
88.04,,87.69
88.04,,87.69
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.04,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.05,,87.7
88.06,,87.7
88.06,,87.7
88.06,,87.7
88.06,,87.7
88.06,,87.7
88.06,,87.7
88.06,,87.7
88.06,,87.7
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.06,,87.71
88.07,,87.71
88.07,,87.71
88.07,,87.71
88.07,,87.71
88.07,,87.71
88.07,,87.71
88.07,,87.71
88.07,,87.71
88.07,,87.71
88.07,,87.71
88.07,,87.72
88.07,,87.72
88.07,,87.72
88.07,,87.72
88.07,,87.72
88.07,,87.72
88.07,,87.72
88.07,,87.72
88.07,,87.72
88.07,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.08,,87.72
88.09,,87.72
88.09,,87.72
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.09,,87.73
88.1,,87.73
88.1,,87.73
88.1,,87.73
88.1,,87.73
88.1,,87.73
88.1,,87.73
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.1,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.74
88.11,,87.75
88.11,,87.75
88.11,,87.75
88.11,,87.75
88.11,,87.75
88.11,,87.75
88.11,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.75
88.12,,87.76
88.12,,87.76
88.12,,87.76
88.12,,87.76
88.12,,87.76
88.12,,87.76
88.12,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.76
88.13,,87.77
88.13,,87.77
88.13,,87.77
88.13,,87.77
88.13,,87.77
88.13,,87.77
88.13,,87.77
88.13,,87.77
88.13,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.77
88.14,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.78
88.15,,87.79
88.15,,87.79
88.15,,87.79
88.15,,87.79
88.15,,87.79
88.15,,87.79
88.15,,87.79
88.15,,87.79
88.15,,87.79
88.15,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.79
88.16,,87.8
88.16,,87.8
88.16,,87.8
88.16,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.8
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.17,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.81
88.18,,87.82
88.18,,87.82
88.18,,87.82
88.18,,87.82
88.18,,87.82
88.18,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.19,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.82
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.2,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.83
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.21,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.22,,87.84
88.23,,87.84
88.23,,87.84
88.23,,87.84
88.23,,87.84
88.23,,87.84
88.23,,87.84
88.23,,87.84
88.23,,87.84
88.23,,87.85
88.23,,87.85
88.23,,87.85
88.23,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.85
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.24,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.86
88.25,,87.87
88.25,,87.87
88.25,,87.87
88.25,,87.87
88.25,,87.87
88.25,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.87
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.26,,87.88
88.27,,87.88
88.27,,87.88
88.27,,87.88
88.27,,87.88
88.27,,87.88
88.27,,87.88
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.27,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.28,,87.89
88.29,,87.89
88.29,,87.89
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.29,,87.9
88.3,,87.9
88.3,,87.9
88.3,,87.9
88.3,,87.9
88.3,,87.9
88.3,,87.9
88.3,,87.9
88.3,,87.9
88.3,,87.9
88.3,,87.9
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.3,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.31,,87.91
88.32,,87.91
88.32,,87.91
88.32,,87.91
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.92
88.32,,87.93
88.32,,87.93
88.32,,87.93
88.32,,87.93
88.32,,87.93
88.32,,87.93
88.32,,87.93
88.32,,87.93
88.32,,87.93
88.32,,87.93
88.32,,87.93
88.32,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.33,,87.93
88.34,,87.93
88.34,,87.93
88.34,,87.93
88.34,,87.93
88.34,,87.93
88.34,,87.93
88.34,,87.93
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.34,,87.94
88.35,,87.94
88.35,,87.94
88.35,,87.94
88.35,,87.94
88.35,,87.94
88.35,,87.94
88.35,,87.94
88.35,,87.94
88.35,,87.94
88.35,,87.94
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.35,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.95
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.36,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.96
88.37,,87.97
88.37,,87.97
88.37,,87.97
88.37,,87.97
88.37,,87.97
88.37,,87.97
88.37,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.97
88.38,,87.98
88.38,,87.98
88.38,,87.98
88.38,,87.98
88.38,,87.98
88.38,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.39,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.98
88.4,,87.99
88.4,,87.99
88.4,,87.99
88.4,,87.99
88.4,,87.99
88.4,,87.99
88.4,,87.99
88.4,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.41,,87.99
88.42,,87.99
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.42,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.01
88.43,,88.02
88.43,,88.02
88.43,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.02
88.44,,88.03
88.44,,88.03
88.44,,88.03
88.44,,88.03
88.44,,88.03
88.44,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.45,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.03
88.46,,88.04
88.46,,88.04
88.46,,88.04
88.46,,88.04
88.46,,88.04
88.46,,88.04
88.46,,88.04
88.46,,88.04
88.46,,88.04
88.46,,88.04
88.46,,88.04
88.47,,88.04
88.47,,88.04
88.47,,88.04
88.47,,88.04
88.47,,88.04
88.47,,88.04
88.47,,88.04
88.47,,88.04
88.47,,88.04
88.47,,88.04
88.47,,88.04
88.47,,88.05
88.47,,88.05
88.47,,88.05
88.47,,88.05
88.47,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.48,,88.05
88.49,,88.05
88.49,,88.05
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.49,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.06
88.5,,88.07
88.5,,88.07
88.5,,88.07
88.5,,88.07
88.5,,88.07
88.5,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.07
88.51,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.08
88.52,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.53,,88.09
88.54,,88.09
88.54,,88.09
88.54,,88.09
88.54,,88.09
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.54,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
88.55,,88.1
