H. sapiens,C. elegans,D. melanogaster
86.07,,85.33
86.07,,85.34
86.07,,85.34
86.07,,85.34
86.07,,85.34
86.07,,85.34
86.07,,85.34
86.07,,85.34
86.07,,85.34
86.07,,85.34
86.07,,85.34
86.07,,85.34
86.07,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.34
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.35
86.08,,85.36
86.08,,85.36
86.08,,85.36
86.08,,85.36
86.08,,85.36
86.08,,85.36
86.08,,85.36
86.08,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.36
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.09,,85.37
86.1,,85.37
86.1,,85.37
86.1,,85.37
86.1,,85.37
86.1,,85.37
86.1,,85.37
86.1,,85.37
86.1,,85.37
86.1,,85.37
86.1,,85.37
86.1,,85.37
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.1,,85.38
86.11,,85.38
86.11,,85.38
86.11,,85.38
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.39
86.11,,85.4
86.11,,85.4
86.11,,85.4
86.11,,85.4
86.12,,85.4
86.12,,85.4
86.12,,85.4
86.12,,85.4
86.12,,85.4
86.12,,85.4
86.12,,85.4
86.12,,85.4
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.41
86.12,,85.42
86.12,,85.42
86.12,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.42
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.13,,85.43
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.44
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.45
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.14,,85.46
86.15,,85.46
86.15,,85.46
86.15,,85.46
86.15,,85.46
86.15,,85.46
86.15,,85.46
86.15,,85.46
86.15,,85.46
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.47
86.15,,85.48
86.15,,85.48
86.15,,85.48
86.15,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.48
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.16,,85.49
86.17,,85.49
86.17,,85.49
86.17,,85.49
86.17,,85.49
86.17,,85.49
86.17,,85.49
86.17,,85.49
86.17,,85.49
86.17,,85.49
86.17,,85.49
86.17,,85.49
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.5
86.17,,85.51
86.17,,85.51
86.17,,85.51
86.17,,85.51
86.17,,85.51
86.17,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.51
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.52
86.18,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.53
86.19,,85.54
86.19,,85.54
86.19,,85.54
86.19,,85.54
86.19,,85.54
86.19,,85.54
86.19,,85.54
86.19,,85.54
86.19,,85.54
86.19,,85.54
86.19,,85.54
86.19,,85.54
86.2,,85.54
86.2,,85.54
86.2,,85.54
86.2,,85.54
86.2,,85.54
86.2,,85.54
86.2,,85.54
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.55
86.2,,85.56
86.2,,85.56
86.2,,85.56
86.2,,85.56
86.2,,85.56
86.2,,85.56
86.2,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.56
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.57
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.21,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.58
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.22,,85.59
86.23,,85.59
86.23,,85.59
86.23,,85.59
86.23,,85.59
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.6
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.23,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.61
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.24,,85.62
86.25,,85.62
86.25,,85.62
86.25,,85.62
86.25,,85.62
86.25,,85.62
86.25,,85.62
86.25,,85.62
86.25,,85.62
86.25,,85.62
86.25,,85.62
86.25,,85.62
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.63
86.25,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.64
86.26,,85.65
86.26,,85.65
86.26,,85.65
86.26,,85.65
86.26,,85.65
86.26,,85.65
86.26,,85.65
86.26,,85.65
86.26,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.65
86.27,,85.66
86.27,,85.66
86.27,,85.66
86.27,,85.66
86.27,,85.66
86.27,,85.66
86.27,,85.66
86.27,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.66
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.28,,85.67
86.29,,85.67
86.29,,85.67
86.29,,85.67
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.68
86.29,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.69
86.3,,85.7
86.3,,85.7
86.3,,85.7
86.3,,85.7
86.3,,85.7
86.3,,85.7
86.3,,85.7
86.3,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.7
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.31,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.71
86.32,,85.72
86.32,,85.72
86.32,,85.72
86.32,,85.72
86.32,,85.72
86.32,,85.72
86.32,,85.72
86.33,,85.72
86.33,,85.72
86.33,,85.72
86.33,,85.72
86.33,,85.72
86.33,,85.72
86.33,,85.72
86.33,,85.72
86.33,,85.72
86.33,,85.72
86.33,,85.72
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.73
86.33,,85.74
86.33,,85.74
86.33,,85.74
86.33,,85.74
86.33,,85.74
86.33,,85.74
86.33,,85.74
86.33,,85.74
86.33,,85.74
86.33,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.74
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.75
86.34,,85.76
86.34,,85.76
86.34,,85.76
86.34,,85.76
86.34,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.76
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.35,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.77
86.36,,85.78
86.36,,85.78
86.36,,85.78
86.36,,85.78
86.36,,85.78
86.36,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.78
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.37,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.79
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.8
86.38,,85.81
86.38,,85.81
86.38,,85.81
86.38,,85.81
86.38,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.81
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.39,,85.82
86.4,,85.82
86.4,,85.82
86.4,,85.82
86.4,,85.82
86.4,,85.82
86.4,,85.82
86.4,,85.82
86.4,,85.82
86.4,,85.82
86.4,,85.82
86.4,,85.82
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.4,,85.83
86.41,,85.83
86.41,,85.83
86.41,,85.83
86.41,,85.83
86.41,,85.83
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.41,,85.84
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.85
86.42,,85.86
86.42,,85.86
86.42,,85.86
86.42,,85.86
86.42,,85.86
86.42,,85.86
86.42,,85.86
86.42,,85.86
86.42,,85.86
86.42,,85.86
86.42,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.86
86.43,,85.87
86.43,,85.87
86.43,,85.87
86.43,,85.87
86.43,,85.87
86.43,,85.87
86.43,,85.87
86.43,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.87
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.88
86.44,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.45,,85.89
86.46,,85.89
86.46,,85.89
86.46,,85.89
86.46,,85.89
86.46,,85.89
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.46,,85.9
86.47,,85.9
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.91
86.47,,85.92
86.47,,85.92
86.47,,85.92
86.47,,85.92
86.47,,85.92
86.47,,85.92
86.47,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.92
86.48,,85.93
86.48,,85.93
